stage,descricao,run,metric,unit,target,load_level,samples,mean,p95,max
Stage 04,Orders e Inventory extraidos,2,process_memory_mb,MB,products-service,low,30,20.103,21.268,21.523
Stage 04,Orders e Inventory extraidos,2,process_memory_mb,MB,products-service,medium,30,22.421,23.23,23.523
Stage 04,Orders e Inventory extraidos,2,process_memory_mb,MB,products-service,high,30,25.271,25.882,26.281
Stage 04,Orders e Inventory extraidos,2,process_memory_mb,MB,users-service,low,30,18.846,19.605,19.797
Stage 04,Orders e Inventory extraidos,2,process_memory_mb,MB,users-service,medium,30,20.779,21.409,21.496
Stage 04,Orders e Inventory extraidos,2,process_memory_mb,MB,users-service,high,30,23.699,24.7,25.754
Stage 04,Orders e Inventory extraidos,2,goroutines,goroutines,cadvisor,low,30,27.0,28.0,28.0
Stage 04,Orders e Inventory extraidos,2,goroutines,goroutines,cadvisor,medium,30,26.733,28.0,28.0
Stage 04,Orders e Inventory extraidos,2,goroutines,goroutines,cadvisor,high,30,26.533,28.0,28.0
Stage 04,Orders e Inventory extraidos,2,goroutines,goroutines,inventory-service,low,30,9.667,12.55,14.0
Stage 04,Orders e Inventory extraidos,2,goroutines,goroutines,inventory-service,medium,30,9.767,13.0,13.0
Stage 04,Orders e Inventory extraidos,2,goroutines,goroutines,inventory-service,high,30,13.633,20.2,49.0
Stage 04,Orders e Inventory extraidos,2,goroutines,goroutines,prometheus,low,30,45.133,46.0,46.0
Stage 04,Orders e Inventory extraidos,2,goroutines,goroutines,prometheus,medium,30,45.1,46.0,46.0
Stage 04,Orders e Inventory extraidos,2,goroutines,goroutines,prometheus,high,30,45.133,46.0,47.0
Stage 04,Orders e Inventory extraidos,2,goroutines,goroutines,orders-service,low,30,14.333,20.1,28.0
Stage 04,Orders e Inventory extraidos,2,goroutines,goroutines,orders-service,medium,30,21.7,31.65,34.0
Stage 04,Orders e Inventory extraidos,2,goroutines,goroutines,orders-service,high,30,278.6,635.65,764.0
Stage 04,Orders e Inventory extraidos,2,goroutines,goroutines,products-service,low,30,11.733,15.0,17.0
Stage 04,Orders e Inventory extraidos,2,goroutines,goroutines,products-service,medium,30,14.6,24.0,24.0
Stage 04,Orders e Inventory extraidos,2,goroutines,goroutines,products-service,high,30,31.533,74.15,85.0
Stage 04,Orders e Inventory extraidos,2,goroutines,goroutines,users-service,low,30,9.5,12.1,14.0
Stage 04,Orders e Inventory extraidos,2,goroutines,goroutines,users-service,medium,30,11.567,17.1,20.0
Stage 04,Orders e Inventory extraidos,2,goroutines,goroutines,users-service,high,30,35.933,75.0,152.0
Stage 04,Orders e Inventory extraidos,2,heap_alloc_mb,MB,cadvisor,low,30,5.924,7.341,7.761
Stage 04,Orders e Inventory extraidos,2,heap_alloc_mb,MB,cadvisor,medium,30,6.758,8.369,9.527
Stage 04,Orders e Inventory extraidos,2,heap_alloc_mb,MB,cadvisor,high,30,7.313,9.581,9.933
Stage 04,Orders e Inventory extraidos,2,heap_alloc_mb,MB,inventory-service,low,30,1.932,2.829,2.93
Stage 04,Orders e Inventory extraidos,2,heap_alloc_mb,MB,inventory-service,medium,30,2.05,2.687,2.732
Stage 04,Orders e Inventory extraidos,2,heap_alloc_mb,MB,inventory-service,high,30,3.045,3.943,3.999
Stage 04,Orders e Inventory extraidos,2,heap_alloc_mb,MB,prometheus,low,30,31.099,56.998,57.676
Stage 04,Orders e Inventory extraidos,2,heap_alloc_mb,MB,prometheus,medium,30,21.029,23.553,24.452
Stage 04,Orders e Inventory extraidos,2,heap_alloc_mb,MB,prometheus,high,30,23.68,27.891,28.571
Stage 04,Orders e Inventory extraidos,2,heap_alloc_mb,MB,orders-service,low,30,2.505,2.831,3.176
Stage 04,Orders e Inventory extraidos,2,heap_alloc_mb,MB,orders-service,medium,30,3.255,3.919,4.248
Stage 04,Orders e Inventory extraidos,2,heap_alloc_mb,MB,orders-service,high,30,7.646,12.321,16.639
Stage 04,Orders e Inventory extraidos,2,heap_alloc_mb,MB,products-service,low,30,3.059,4.271,4.59
Stage 04,Orders e Inventory extraidos,2,heap_alloc_mb,MB,products-service,medium,30,4.055,4.961,5.477
Stage 04,Orders e Inventory extraidos,2,heap_alloc_mb,MB,products-service,high,30,4.711,6.071,6.362
Stage 04,Orders e Inventory extraidos,2,heap_alloc_mb,MB,users-service,low,30,2.236,2.738,3.009
Stage 04,Orders e Inventory extraidos,2,heap_alloc_mb,MB,users-service,medium,30,3.096,3.909,4.028
Stage 04,Orders e Inventory extraidos,2,heap_alloc_mb,MB,users-service,high,30,3.449,4.242,4.862
Stage 04,Orders e Inventory extraidos,2,gc_pause_ms,ms,cadvisor,low,30,0.15,0.278,0.307
Stage 04,Orders e Inventory extraidos,2,gc_pause_ms,ms,cadvisor,medium,30,0.178,0.253,0.309
Stage 04,Orders e Inventory extraidos,2,gc_pause_ms,ms,cadvisor,high,30,2.928,17.755,17.817
Stage 04,Orders e Inventory extraidos,2,gc_pause_ms,ms,inventory-service,low,30,0.205,0.274,0.318
Stage 04,Orders e Inventory extraidos,2,gc_pause_ms,ms,inventory-service,medium,30,0.282,0.487,0.523
Stage 04,Orders e Inventory extraidos,2,gc_pause_ms,ms,inventory-service,high,30,1.421,2.219,2.708
Stage 04,Orders e Inventory extraidos,2,gc_pause_ms,ms,prometheus,low,30,0.073,0.362,0.362
Stage 04,Orders e Inventory extraidos,2,gc_pause_ms,ms,prometheus,medium,30,0.035,0.086,0.086
Stage 04,Orders e Inventory extraidos,2,gc_pause_ms,ms,prometheus,high,30,0.054,0.191,0.191
Stage 04,Orders e Inventory extraidos,2,gc_pause_ms,ms,orders-service,low,30,0.409,0.466,0.469
Stage 04,Orders e Inventory extraidos,2,gc_pause_ms,ms,orders-service,medium,30,0.602,0.92,0.983
Stage 04,Orders e Inventory extraidos,2,gc_pause_ms,ms,orders-service,high,30,6.287,7.767,8.283
Stage 04,Orders e Inventory extraidos,2,gc_pause_ms,ms,products-service,low,30,0.405,0.517,0.544
Stage 04,Orders e Inventory extraidos,2,gc_pause_ms,ms,products-service,medium,30,0.446,0.567,0.589
Stage 04,Orders e Inventory extraidos,2,gc_pause_ms,ms,products-service,high,30,2.842,3.324,3.359
Stage 04,Orders e Inventory extraidos,2,gc_pause_ms,ms,users-service,low,30,0.321,0.403,0.41
Stage 04,Orders e Inventory extraidos,2,gc_pause_ms,ms,users-service,medium,30,0.528,1.151,1.218
Stage 04,Orders e Inventory extraidos,2,gc_pause_ms,ms,users-service,high,30,2.491,2.997,3.025
Stage 04,Orders e Inventory extraidos,2,pool_acquired_conns,conexoes,inventory-service,low,30,0.1,1.0,1.0
Stage 04,Orders e Inventory extraidos,2,pool_acquired_conns,conexoes,inventory-service,medium,30,0.167,1.0,1.0
Stage 04,Orders e Inventory extraidos,2,pool_acquired_conns,conexoes,inventory-service,high,30,0.9,3.55,10.0
Stage 04,Orders e Inventory extraidos,2,pool_acquired_conns,conexoes,orders-service,low,30,0.267,1.55,2.0
Stage 04,Orders e Inventory extraidos,2,pool_acquired_conns,conexoes,orders-service,medium,30,1.4,4.0,5.0
Stage 04,Orders e Inventory extraidos,2,pool_acquired_conns,conexoes,orders-service,high,30,12.533,14.0,14.0
Stage 04,Orders e Inventory extraidos,2,pool_acquired_conns,conexoes,products-service,low,30,0.1,1.0,1.0
Stage 04,Orders e Inventory extraidos,2,pool_acquired_conns,conexoes,products-service,medium,30,0.733,2.55,4.0
Stage 04,Orders e Inventory extraidos,2,pool_acquired_conns,conexoes,products-service,high,30,3.533,10.65,14.0
Stage 04,Orders e Inventory extraidos,2,pool_acquired_conns,conexoes,users-service,low,30,0.1,1.0,1.0
Stage 04,Orders e Inventory extraidos,2,pool_acquired_conns,conexoes,users-service,medium,30,0.367,1.55,2.0
Stage 04,Orders e Inventory extraidos,2,pool_acquired_conns,conexoes,users-service,high,30,3.667,13.55,14.0
Stage 04,Orders e Inventory extraidos,2,pool_idle_conns,conexoes,inventory-service,low,30,4.267,6.0,6.0
Stage 04,Orders e Inventory extraidos,2,pool_idle_conns,conexoes,inventory-service,medium,30,6.667,7.0,7.0
Stage 04,Orders e Inventory extraidos,2,pool_idle_conns,conexoes,inventory-service,high,30,13.1,14.0,14.0
Stage 04,Orders e Inventory extraidos,2,pool_idle_conns,conexoes,orders-service,low,30,10.2,11.0,11.0
Stage 04,Orders e Inventory extraidos,2,pool_idle_conns,conexoes,orders-service,medium,30,12.433,14.0,14.0
Stage 04,Orders e Inventory extraidos,2,pool_idle_conns,conexoes,orders-service,high,30,1.467,6.0,10.0
Stage 04,Orders e Inventory extraidos,2,pool_idle_conns,conexoes,products-service,low,30,9.733,11.0,11.0
Stage 04,Orders e Inventory extraidos,2,pool_idle_conns,conexoes,products-service,medium,30,12.8,14.0,14.0
Stage 04,Orders e Inventory extraidos,2,pool_idle_conns,conexoes,products-service,high,30,10.467,14.0,14.0
Stage 04,Orders e Inventory extraidos,2,pool_idle_conns,conexoes,users-service,low,30,8.4,10.0,10.0
Stage 04,Orders e Inventory extraidos,2,pool_idle_conns,conexoes,users-service,medium,30,13.167,14.0,14.0
Stage 04,Orders e Inventory extraidos,2,pool_idle_conns,conexoes,users-service,high,30,10.333,14.0,14.0
Stage 04,Orders e Inventory extraidos,2,pool_total_conns,conexoes,inventory-service,low,30,4.367,6.0,6.0
Stage 04,Orders e Inventory extraidos,2,pool_total_conns,conexoes,inventory-service,medium,30,6.833,7.0,7.0
Stage 04,Orders e Inventory extraidos,2,pool_total_conns,conexoes,inventory-service,high,30,14.0,14.0,14.0
Stage 04,Orders e Inventory extraidos,2,pool_total_conns,conexoes,orders-service,low,30,10.467,11.0,11.0
Stage 04,Orders e Inventory extraidos,2,pool_total_conns,conexoes,orders-service,medium,30,13.833,14.0,14.0
Stage 04,Orders e Inventory extraidos,2,pool_total_conns,conexoes,orders-service,high,30,14.0,14.0,14.0
Stage 04,Orders e Inventory extraidos,2,pool_total_conns,conexoes,products-service,low,30,9.833,11.0,11.0
Stage 04,Orders e Inventory extraidos,2,pool_total_conns,conexoes,products-service,medium,30,13.533,14.0,14.0
Stage 04,Orders e Inventory extraidos,2,pool_total_conns,conexoes,products-service,high,30,14.0,14.0,14.0
Stage 04,Orders e Inventory extraidos,2,pool_total_conns,conexoes,users-service,low,30,8.5,10.0,10.0
Stage 04,Orders e Inventory extraidos,2,pool_total_conns,conexoes,users-service,medium,30,13.533,14.0,14.0
Stage 04,Orders e Inventory extraidos,2,pool_total_conns,conexoes,users-service,high,30,14.0,14.0,14.0
Stage 04,Orders e Inventory extraidos,2,pool_wait_per_acquire_ms,ms,inventory-service,low,30,0.007,0.021,0.037
Stage 04,Orders e Inventory extraidos,2,pool_wait_per_acquire_ms,ms,inventory-service,medium,30,0.003,0.006,0.006
Stage 04,Orders e Inventory extraidos,2,pool_wait_per_acquire_ms,ms,inventory-service,high,30,0.006,0.017,0.02
Stage 04,Orders e Inventory extraidos,2,pool_wait_per_acquire_ms,ms,orders-service,low,30,0.006,0.022,0.043
Stage 04,Orders e Inventory extraidos,2,pool_wait_per_acquire_ms,ms,orders-service,medium,30,0.008,0.037,0.037
Stage 04,Orders e Inventory extraidos,2,pool_wait_per_acquire_ms,ms,orders-service,high,30,52.446,70.446,73.521
Stage 04,Orders e Inventory extraidos,2,pool_wait_per_acquire_ms,ms,products-service,low,30,0.004,0.012,0.022
Stage 04,Orders e Inventory extraidos,2,pool_wait_per_acquire_ms,ms,products-service,medium,30,0.002,0.004,0.004
Stage 04,Orders e Inventory extraidos,2,pool_wait_per_acquire_ms,ms,products-service,high,30,0.173,0.228,0.234
Stage 04,Orders e Inventory extraidos,2,pool_wait_per_acquire_ms,ms,users-service,low,30,0.005,0.014,0.03
Stage 04,Orders e Inventory extraidos,2,pool_wait_per_acquire_ms,ms,users-service,medium,30,0.002,0.004,0.004
Stage 04,Orders e Inventory extraidos,2,pool_wait_per_acquire_ms,ms,users-service,high,30,0.221,0.355,0.388
Stage 04,Orders e Inventory extraidos,2,pool_empty_acquire_per_s,por segundo,inventory-service,low,30,0.016,0.04,0.06
Stage 04,Orders e Inventory extraidos,2,pool_empty_acquire_per_s,por segundo,inventory-service,medium,30,0.003,0.02,0.02
Stage 04,Orders e Inventory extraidos,2,pool_empty_acquire_per_s,por segundo,inventory-service,high,30,0.253,0.504,0.54
Stage 04,Orders e Inventory extraidos,2,pool_empty_acquire_per_s,por segundo,orders-service,low,30,0.03,0.136,0.137
Stage 04,Orders e Inventory extraidos,2,pool_empty_acquire_per_s,por segundo,orders-service,medium,30,0.227,1.182,1.22
Stage 04,Orders e Inventory extraidos,2,pool_empty_acquire_per_s,por segundo,orders-service,high,30,525.346,601.02,615.3
Stage 04,Orders e Inventory extraidos,2,pool_empty_acquire_per_s,por segundo,products-service,low,30,0.031,0.12,0.14
Stage 04,Orders e Inventory extraidos,2,pool_empty_acquire_per_s,por segundo,products-service,medium,30,0.049,0.26,0.26
Stage 04,Orders e Inventory extraidos,2,pool_empty_acquire_per_s,por segundo,products-service,high,30,91.053,112.91,118.402
Stage 04,Orders e Inventory extraidos,2,pool_empty_acquire_per_s,por segundo,users-service,low,30,0.03,0.1,0.112
Stage 04,Orders e Inventory extraidos,2,pool_empty_acquire_per_s,por segundo,users-service,medium,30,0.063,0.36,0.38
Stage 04,Orders e Inventory extraidos,2,pool_empty_acquire_per_s,por segundo,users-service,high,30,87.629,109.596,110.84
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,nginx,low,60,22.949,25.76,26.64
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,nginx,medium,60,87.229,97.537,100.95
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,nginx,high,60,128.441,156.904,161.24
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,nginx,low,60,19.316,20.277,20.68
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,nginx,medium,60,23.046,23.781,24.03
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,nginx,high,60,26.23,28.402,29.83
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,orders-service,low,60,32.039,36.913,43.6
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,orders-service,medium,60,141.029,265.636,282.25
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,orders-service,high,60,365.221,628.88,673.43
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,orders-service,low,60,14.554,15.973,16.61
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,orders-service,medium,60,20.959,22.072,22.41
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,orders-service,high,60,40.203,47.185,50.84
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,users-service,low,60,18.509,21.125,23.89
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,users-service,medium,60,58.684,64.284,66.53
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,users-service,high,60,73.672,89.762,93.07
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,users-service,low,60,11.9,13.072,13.55
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,users-service,medium,60,13.629,14.502,14.75
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,users-service,high,60,16.747,18.121,19.36
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,inventory-service,low,60,4.849,6.173,7.11
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,inventory-service,medium,60,16.58,18.75,19.16
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,inventory-service,high,60,23.798,29.302,29.76
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,inventory-service,low,60,9.619,10.489,11.7
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,inventory-service,medium,60,10.489,11.423,11.68
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,inventory-service,high,60,12.966,13.87,14.86
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,products-service,low,60,18.71,22.272,23.99
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,products-service,medium,60,62.321,69.247,71.15
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,products-service,high,60,86.596,104.391,108.68
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,products-service,low,60,13.042,14.85,15.0
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,products-service,medium,60,15.472,16.822,16.98
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,products-service,high,60,18.412,19.352,20.62
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,grafana,low,60,0.067,0.131,0.19
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,grafana,medium,60,0.239,0.931,1.34
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,grafana,high,60,0.296,1.254,1.4
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,grafana,low,60,117.653,119.6,119.6
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,grafana,medium,60,115.183,115.51,115.7
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,grafana,high,60,115.0,115.0,115.0
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,postgres,low,60,21.455,24.892,26.7
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,postgres,medium,60,74.3,80.605,87.54
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,postgres,high,60,120.846,147.962,158.47
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,postgres,low,60,111.445,121.01,121.5
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,postgres,medium,60,149.378,159.61,160.4
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,postgres,high,60,188.35,200.13,201.3
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,prometheus,low,60,0.055,0.08,0.21
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,prometheus,medium,60,0.047,0.07,0.08
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,prometheus,high,60,0.077,0.12,2.08
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,prometheus,low,60,85.056,93.5,93.57
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,prometheus,medium,60,66.831,67.55,67.56
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,prometheus,high,60,68.486,69.73,69.96
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,cadvisor,low,60,0.405,3.203,5.0
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,cadvisor,medium,60,0.296,2.037,5.06
Stage 04,Orders e Inventory extraidos,2,cpu_percent,percentual de um nucleo,cadvisor,high,60,0.208,1.825,3.69
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,cadvisor,low,60,18.44,19.84,20.12
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,cadvisor,medium,60,19.793,21.22,21.61
Stage 04,Orders e Inventory extraidos,2,memory_mb,MB,cadvisor,high,60,20.712,23.003,23.11
Stage 04,Orders e Inventory extraidos,3,process_cpu_percent,percentual de um nucleo,cadvisor,low,30,0.267,0.351,0.36
Stage 04,Orders e Inventory extraidos,3,process_cpu_percent,percentual de um nucleo,cadvisor,medium,30,0.189,0.238,0.24
Stage 04,Orders e Inventory extraidos,3,process_cpu_percent,percentual de um nucleo,cadvisor,high,30,0.211,0.26,0.26
Stage 04,Orders e Inventory extraidos,3,process_cpu_percent,percentual de um nucleo,inventory-service,low,30,4.421,4.935,5.0
Stage 04,Orders e Inventory extraidos,3,process_cpu_percent,percentual de um nucleo,inventory-service,medium,30,15.162,16.58,16.6
Stage 04,Orders e Inventory extraidos,3,process_cpu_percent,percentual de um nucleo,inventory-service,high,30,23.451,24.523,24.881
Stage 04,Orders e Inventory extraidos,3,process_cpu_percent,percentual de um nucleo,prometheus,low,30,0.247,0.399,0.485
Stage 04,Orders e Inventory extraidos,3,process_cpu_percent,percentual de um nucleo,prometheus,medium,30,0.173,0.211,0.24
Stage 04,Orders e Inventory extraidos,3,process_cpu_percent,percentual de um nucleo,prometheus,high,30,0.194,0.231,0.24
Stage 04,Orders e Inventory extraidos,3,process_cpu_percent,percentual de um nucleo,orders-service,low,30,30.023,33.166,33.32
Stage 04,Orders e Inventory extraidos,3,process_cpu_percent,percentual de um nucleo,orders-service,medium,30,125.631,151.188,152.98
Stage 04,Orders e Inventory extraidos,3,process_cpu_percent,percentual de um nucleo,orders-service,high,30,357.995,404.786,412.04
Stage 04,Orders e Inventory extraidos,3,process_cpu_percent,percentual de um nucleo,products-service,low,30,17.376,19.191,19.24
Stage 04,Orders e Inventory extraidos,3,process_cpu_percent,percentual de um nucleo,products-service,medium,30,54.842,60.776,60.94
Stage 04,Orders e Inventory extraidos,3,process_cpu_percent,percentual de um nucleo,products-service,high,30,83.056,87.72,88.596
Stage 04,Orders e Inventory extraidos,3,process_cpu_percent,percentual de um nucleo,users-service,low,30,16.766,18.291,18.42
Stage 04,Orders e Inventory extraidos,3,process_cpu_percent,percentual de um nucleo,users-service,medium,30,52.703,57.44,57.52
Stage 04,Orders e Inventory extraidos,3,process_cpu_percent,percentual de um nucleo,users-service,high,30,72.393,76.33,76.538
Stage 04,Orders e Inventory extraidos,3,process_memory_mb,MB,cadvisor,low,30,39.882,41.069,41.227
Stage 04,Orders e Inventory extraidos,3,process_memory_mb,MB,cadvisor,medium,30,41.991,43.154,43.562
Stage 04,Orders e Inventory extraidos,3,process_memory_mb,MB,cadvisor,high,30,42.98,44.029,44.266
Stage 04,Orders e Inventory extraidos,3,process_memory_mb,MB,inventory-service,low,30,17.604,18.186,18.574
Stage 04,Orders e Inventory extraidos,3,process_memory_mb,MB,inventory-service,medium,30,18.111,18.508,18.527
Stage 04,Orders e Inventory extraidos,3,process_memory_mb,MB,inventory-service,high,30,20.595,21.128,21.254
Stage 04,Orders e Inventory extraidos,3,process_memory_mb,MB,prometheus,low,30,88.913,91.849,92.324
Stage 04,Orders e Inventory extraidos,3,process_memory_mb,MB,prometheus,medium,30,92.991,93.961,93.961
Stage 04,Orders e Inventory extraidos,3,process_memory_mb,MB,prometheus,high,30,92.543,92.918,92.918
Stage 04,Orders e Inventory extraidos,3,process_memory_mb,MB,orders-service,low,30,20.906,21.999,22.059
Stage 04,Orders e Inventory extraidos,3,process_memory_mb,MB,orders-service,medium,30,23.084,24.038,24.141
Stage 04,Orders e Inventory extraidos,3,process_memory_mb,MB,orders-service,high,30,37.445,46.262,49.82
Stage 04,Orders e Inventory extraidos,3,process_memory_mb,MB,products-service,low,30,20.263,21.75,21.859
Stage 04,Orders e Inventory extraidos,3,process_memory_mb,MB,products-service,medium,30,22.511,23.302,23.875
Stage 04,Orders e Inventory extraidos,3,process_memory_mb,MB,products-service,high,30,25.513,26.621,26.961
Stage 04,Orders e Inventory extraidos,3,process_memory_mb,MB,users-service,low,30,18.868,19.463,19.559
Stage 04,Orders e Inventory extraidos,3,process_memory_mb,MB,users-service,medium,30,19.924,20.475,20.574
Stage 04,Orders e Inventory extraidos,3,process_memory_mb,MB,users-service,high,30,23.689,24.576,25.234
Stage 04,Orders e Inventory extraidos,3,goroutines,goroutines,cadvisor,low,30,26.933,28.0,28.0
Stage 04,Orders e Inventory extraidos,3,goroutines,goroutines,cadvisor,medium,30,26.667,28.0,28.0
Stage 04,Orders e Inventory extraidos,3,goroutines,goroutines,cadvisor,high,30,26.5,28.0,28.0
Stage 04,Orders e Inventory extraidos,3,goroutines,goroutines,inventory-service,low,30,9.2,10.0,12.0
Stage 04,Orders e Inventory extraidos,3,goroutines,goroutines,inventory-service,medium,30,9.667,12.0,13.0
Stage 04,Orders e Inventory extraidos,3,goroutines,goroutines,inventory-service,high,30,12.0,16.55,24.0
Stage 04,Orders e Inventory extraidos,3,goroutines,goroutines,prometheus,low,30,45.033,46.0,46.0
Stage 04,Orders e Inventory extraidos,3,goroutines,goroutines,prometheus,medium,30,45.133,46.0,46.0
Stage 04,Orders e Inventory extraidos,3,goroutines,goroutines,prometheus,high,30,45.267,46.0,47.0
Stage 04,Orders e Inventory extraidos,3,goroutines,goroutines,orders-service,low,30,14.367,19.0,32.0
Stage 04,Orders e Inventory extraidos,3,goroutines,goroutines,orders-service,medium,30,23.233,36.0,43.0
Stage 04,Orders e Inventory extraidos,3,goroutines,goroutines,orders-service,high,30,260.833,599.35,735.0
Stage 04,Orders e Inventory extraidos,3,goroutines,goroutines,products-service,low,30,12.033,15.55,18.0
Stage 04,Orders e Inventory extraidos,3,goroutines,goroutines,products-service,medium,30,13.367,17.55,19.0
Stage 04,Orders e Inventory extraidos,3,goroutines,goroutines,products-service,high,30,28.067,52.5,72.0
Stage 04,Orders e Inventory extraidos,3,goroutines,goroutines,users-service,low,30,9.2,10.0,12.0
Stage 04,Orders e Inventory extraidos,3,goroutines,goroutines,users-service,medium,30,11.9,17.55,19.0
Stage 04,Orders e Inventory extraidos,3,goroutines,goroutines,users-service,high,30,32.3,55.1,223.0
Stage 04,Orders e Inventory extraidos,3,heap_alloc_mb,MB,cadvisor,low,30,6.271,7.659,7.93
Stage 04,Orders e Inventory extraidos,3,heap_alloc_mb,MB,cadvisor,medium,30,6.846,8.611,9.135
Stage 04,Orders e Inventory extraidos,3,heap_alloc_mb,MB,cadvisor,high,30,7.626,10.022,10.863
Stage 04,Orders e Inventory extraidos,3,heap_alloc_mb,MB,inventory-service,low,30,2.304,3.212,3.315
Stage 04,Orders e Inventory extraidos,3,heap_alloc_mb,MB,inventory-service,medium,30,2.073,2.877,3.043
Stage 04,Orders e Inventory extraidos,3,heap_alloc_mb,MB,inventory-service,high,30,2.748,3.627,3.671
Stage 04,Orders e Inventory extraidos,3,heap_alloc_mb,MB,prometheus,low,30,25.252,29.443,30.005
Stage 04,Orders e Inventory extraidos,3,heap_alloc_mb,MB,prometheus,medium,30,26.248,29.262,30.397
Stage 04,Orders e Inventory extraidos,3,heap_alloc_mb,MB,prometheus,high,30,25.122,28.508,29.063
Stage 04,Orders e Inventory extraidos,3,heap_alloc_mb,MB,orders-service,low,30,2.429,2.896,2.997
Stage 04,Orders e Inventory extraidos,3,heap_alloc_mb,MB,orders-service,medium,30,3.084,3.675,3.755
Stage 04,Orders e Inventory extraidos,3,heap_alloc_mb,MB,orders-service,high,30,7.852,12.525,15.753
Stage 04,Orders e Inventory extraidos,3,heap_alloc_mb,MB,products-service,low,30,2.842,3.956,4.347
Stage 04,Orders e Inventory extraidos,3,heap_alloc_mb,MB,products-service,medium,30,4.009,5.062,5.216
Stage 04,Orders e Inventory extraidos,3,heap_alloc_mb,MB,products-service,high,30,4.591,5.721,5.889
Stage 04,Orders e Inventory extraidos,3,heap_alloc_mb,MB,users-service,low,30,2.219,2.682,2.988
Stage 04,Orders e Inventory extraidos,3,heap_alloc_mb,MB,users-service,medium,30,2.499,3.199,3.261
Stage 04,Orders e Inventory extraidos,3,heap_alloc_mb,MB,users-service,high,30,3.603,4.689,5.382
Stage 04,Orders e Inventory extraidos,3,gc_pause_ms,ms,cadvisor,low,30,0.158,0.23,0.232
Stage 04,Orders e Inventory extraidos,3,gc_pause_ms,ms,cadvisor,medium,30,0.444,1.056,1.071
Stage 04,Orders e Inventory extraidos,3,gc_pause_ms,ms,cadvisor,high,30,3.42,9.793,9.869
Stage 04,Orders e Inventory extraidos,3,gc_pause_ms,ms,inventory-service,low,30,0.255,0.397,0.464
Stage 04,Orders e Inventory extraidos,3,gc_pause_ms,ms,inventory-service,medium,30,0.27,0.423,0.501
